MSSubClass,Utilities,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallCond,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinType2,BsmtFinSF2,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BsmtHalfBath,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageType,GarageQual,GarageCond,PavedDrive,MiscVal,EnclosedPorch,SalePrice
70,AllPub,OldTown,Norm,Norm,1Fam,2Story,8,Wd Sdng,VinylSd,TA,Gd,BrkTil,TA,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,P,0,143,159500
20,AllPub,NWAmes,Norm,Norm,1Fam,1Story,6,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,BLQ,Unf,0,GasA,Gd,Y,SBrkr,0,1,1,Gd,Typ,Fa,Attchd,TA,TA,Y,0,0,157000
60,AllPub,NoRidge,Norm,Norm,1Fam,2Story,5,Wd Sdng,ImStucc,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,216,341000
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,6,HdBoard,Plywood,TA,TA,CBlock,Gd,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,Po,Attchd,TA,TA,Y,0,0,128500
120,AllPub,StoneBr,Norm,Norm,1Fam,1Story,5,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,234,275000
120,AllPub,CollgCr,Norm,Norm,TwnhsE,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,143000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,7,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,124500
50,AllPub,Edwards,Norm,Norm,1Fam,1.5Fin,6,MetalSd,MetalSd,TA,TA,PConc,TA,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,135000
20,AllPub,Edwards,Norm,Norm,1Fam,1Story,5,CemntBd,CmentBd,Ex,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,0,320000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,HdBoard,Plywood,TA,TA,CBlock,TA,TA,ALQ,BLQ,239,GasA,TA,Y,SBrkr,0,0,1,Gd,Typ,NA,Detchd,TA,TA,Y,500,0,120500
20,AllPub,Crawfor,Norm,Norm,1Fam,1Story,9,Wd Sdng,Plywood,Gd,Gd,CBlock,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,222000
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,194500
90,AllPub,NAmes,Norm,Norm,Duplex,1Story,5,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,Unf,Unf,0,GasA,TA,Y,SBrkr,0,0,2,TA,Typ,NA,Detchd,TA,TA,Y,0,0,110000
30,AllPub,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,TA,Y,FuseA,360,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,112,103000
120,AllPub,StoneBr,Norm,Norm,TwnhsE,1Story,5,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,236500
80,AllPub,Timber,Norm,Norm,1Fam,SLvl,5,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,187500
60,AllPub,CollgCr,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,222500
20,AllPub,Sawyer,Feedr,Norm,1Fam,1Story,6,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,400,0,131400
20,AllPub,Sawyer,Norm,Norm,1Fam,1Story,5,Plywood,Plywood,TA,TA,PConc,TA,TA,Unf,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,108000
75,AllPub,OldTown,Norm,Norm,1Fam,2.5Unf,7,Wd Sdng,Wd Sdng,TA,TA,BrkTil,Gd,TA,Rec,Unf,0,GasW,Fa,N,SBrkr,0,0,1,TA,Typ,TA,Detchd,TA,TA,N,0,0,163000
90,AllPub,NAmes,Norm,Norm,Duplex,1Story,4,Stucco,Stone,TA,TA,CBlock,NA,NA,NA,NA,0,GasA,Gd,N,FuseF,0,0,2,TA,Typ,NA,Detchd,TA,TA,Y,0,0,93500
60,AllPub,Gilbert,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,239900
90,AllPub,Edwards,Norm,Norm,Duplex,1Story,5,Plywood,Plywood,TA,TA,CBlock,Gd,Gd,GLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,NA,NA,NA,Y,0,0,179000
60,AllPub,CollgCr,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,190000
70,AllPub,OldTown,Norm,Norm,1Fam,2Story,7,Wd Sdng,Wd Shng,TA,Gd,BrkTil,Fa,Fa,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,Gd,Y,0,112,132000
20,AllPub,Sawyer,Feedr,Norm,1Fam,1Story,8,HdBoard,HdBoard,TA,Gd,CBlock,TA,TA,GLQ,Unf,0,GasA,Gd,Y,SBrkr,0,1,1,Gd,Typ,NA,Detchd,TA,TA,Y,0,0,142000
20,AllPub,SawyerW,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,179000
80,AllPub,Sawyer,Norm,Norm,1Fam,SLvl,6,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,1,1,TA,Min2,TA,Attchd,TA,TA,Y,0,0,175000
120,AllPub,StoneBr,Norm,Norm,TwnhsE,1Story,5,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,70,180000
60,AllPub,NWAmes,Norm,Norm,1Fam,2Story,9,VinylSd,VinylSd,Ex,Gd,CBlock,TA,Gd,GLQ,ALQ,80,GasA,Ex,Y,SBrkr,0,1,1,Gd,Typ,TA,BuiltIn,TA,TA,Y,0,0,299800
60,AllPub,Gilbert,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,BuiltIn,TA,TA,Y,0,0,236000
70,AllPub,OldTown,Norm,Norm,1Fam,2Story,7,Stucco,Stucco,Gd,TA,Stone,TA,Fa,Unf,Unf,0,GasW,TA,N,SBrkr,0,0,1,Gd,Typ,Gd,Detchd,TA,TA,N,0,386,265979
20,AllPub,NoRidge,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,154,260400
50,AllPub,Edwards,Norm,Norm,1Fam,1.5Fin,3,WdShing,Wd Shng,TA,TA,Slab,NA,NA,NA,NA,0,Wall,TA,N,FuseF,0,0,1,TA,Mod,NA,Detchd,TA,TA,N,0,185,98000
50,AllPub,OldTown,Norm,Norm,1Fam,1.5Fin,7,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,Fa,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Min2,NA,NA,NA,NA,N,0,0,96500
60,AllPub,Gilbert,RRAn,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,162000
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,TA,Gd,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,217000
60,AllPub,NridgHt,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,0,275500
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,8,Plywood,Plywood,TA,TA,CBlock,TA,TA,GLQ,LwQ,472,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,NA,Detchd,TA,TA,Y,0,0,156000
160,AllPub,Somerst,Norm,Norm,TwnhsE,2Story,5,MetalSd,MetalSd,TA,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,172500
60,AllPub,CollgCr,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,212000
60,AllPub,Sawyer,Norm,Norm,1Fam,2Story,5,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,158900
160,AllPub,Somerst,Norm,Norm,Twnhs,2Story,5,MetalSd,MetalSd,TA,TA,PConc,Gd,TA,ALQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,179400
60,AllPub,NoRidge,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,LwQ,ALQ,64,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,290000
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,Ex,Ex,Y,450,0,127500
30,AllPub,BrkSide,Feedr,Norm,1Fam,1Story,5,Wd Sdng,Wd Sdng,TA,TA,PConc,TA,TA,LwQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,Fa,Min1,NA,Detchd,TA,TA,Y,0,0,100000
60,AllPub,Somerst,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,215200
60,AllPub,NoRidge,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,337000
120,AllPub,Veenker,Norm,Norm,TwnhsE,1Story,5,BrkFace,BrkFace,Gd,Gd,PConc,Gd,Gd,LwQ,GLQ,1057,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,0,270000
20,AllPub,Somerst,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,Attchd,TA,TA,Y,0,0,264132
60,AllPub,NWAmes,Norm,Norm,1Fam,2Story,5,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,GLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,500,156,196500
50,AllPub,Mitchel,Norm,Norm,1Fam,1.5Fin,7,VinylSd,VinylSd,TA,TA,CBlock,Gd,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Mod,NA,Attchd,TA,TA,Y,1300,156,160000
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,216837
60,AllPub,StoneBr,Norm,Norm,1Fam,2Story,5,CemntBd,Wd Shng,Ex,TA,PConc,Gd,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Mod,Gd,BuiltIn,TA,TA,Y,0,0,538000
85,AllPub,Sawyer,Norm,Norm,1Fam,SFoyer,5,Wd Sdng,Wd Sdng,TA,TA,CBlock,Gd,TA,GLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,134900
20,AllPub,Edwards,Norm,Norm,1Fam,1Story,5,Wd Sdng,Wd Sdng,TA,TA,CBlock,Fa,Fa,LwQ,Unf,0,GasA,TA,Y,FuseF,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,102000
80,AllPub,Edwards,Norm,Norm,1Fam,SLvl,5,Plywood,Plywood,TA,TA,CBlock,TA,TA,ALQ,BLQ,127,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,TA,Detchd,TA,TA,Y,0,0,107000
20,AllPub,NAmes,Feedr,Norm,1Fam,1Story,5,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,Ex,Y,FuseA,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,114500
20,AllPub,NridgHt,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,395000
120,AllPub,Mitchel,Norm,Norm,TwnhsE,1Story,5,VinylSd,VinylSd,TA,TA,PConc,Ex,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,162000
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,221500
20,AllPub,Sawyer,Norm,Norm,1Fam,1Story,5,HdBoard,Plywood,TA,TA,CBlock,TA,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,Fa,Attchd,TA,TA,Y,0,0,142500
90,AllPub,SawyerW,Feedr,Norm,Duplex,1Story,5,Plywood,Plywood,TA,TA,Slab,NA,NA,NA,NA,0,GasA,TA,Y,SBrkr,0,0,2,TA,Typ,TA,Detchd,TA,TA,Y,0,0,144000
90,AllPub,Mitchel,Norm,Norm,Duplex,SFoyer,5,Plywood,ImStucc,TA,TA,CBlock,Gd,TA,GLQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,135000
20,AllPub,Gilbert,Norm,Norm,1Fam,1Story,5,HdBoard,HdBoard,TA,TA,PConc,Gd,Gd,Unf,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,176000
60,AllPub,SawyerW,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,Gd,PConc,Gd,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,175900
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,187100
85,AllPub,Mitchel,Norm,Norm,1Fam,SFoyer,6,Plywood,Plywood,TA,Gd,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,165500
75,AllPub,OldTown,Norm,Norm,1Fam,2.5Unf,6,Wd Sdng,Wd Shng,TA,TA,CBlock,TA,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,Gd,NA,NA,NA,Y,0,134,128000
20,AllPub,NWAmes,Feedr,Norm,1Fam,1Story,5,BrkFace,Wd Sdng,TA,TA,CBlock,TA,TA,Rec,LwQ,630,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,Gd,Attchd,TA,TA,Y,0,0,161500
50,AllPub,OldTown,Artery,Norm,1Fam,1.5Fin,6,MetalSd,MetalSd,TA,Gd,PConc,Fa,TA,LwQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,1200,196,139000
60,AllPub,SawyerW,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,BuiltIn,TA,TA,Y,0,0,233000
20,AllPub,OldTown,Norm,Norm,1Fam,1Story,7,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,NA,Detchd,Fa,TA,Y,0,0,107900
60,AllPub,ClearCr,Norm,Norm,1Fam,2Story,8,HdBoard,HdBoard,TA,TA,CBlock,TA,Fa,LwQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,187500
120,AllPub,Blmngtn,Norm,Norm,TwnhsE,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,160200
80,AllPub,Mitchel,Norm,Norm,1Fam,SLvl,5,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,ALQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,146800
60,AllPub,NoRidge,Norm,Norm,1Fam,2Story,5,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,269790
20,AllPub,Somerst,Norm,Norm,1Fam,1Story,5,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,225000
60,AllPub,Gilbert,Norm,Norm,1Fam,2Story,5,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,500,0,194500
60,AllPub,SawyerW,Norm,Norm,1Fam,2Story,6,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,Unf,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,171000
20,AllPub,Sawyer,Norm,Norm,1Fam,1Story,5,Plywood,Plywood,TA,TA,CBlock,TA,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,Typ,TA,Attchd,TA,TA,Y,0,0,143500
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,110000
60,AllPub,NridgHt,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Ex,TA,PConc,Ex,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,BuiltIn,TA,TA,Y,0,0,485000
50,AllPub,SWISU,Feedr,Norm,1Fam,1.5Fin,7,Wd Sdng,Wd Sdng,TA,TA,BrkTil,Gd,TA,ALQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Detchd,TA,TA,Y,0,264,175000
60,AllPub,ClearCr,Feedr,Norm,1Fam,2Story,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,400,185,200000
30,AllPub,IDOTRR,Norm,Norm,1Fam,1Story,7,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,LwQ,Unf,0,GasA,Ex,Y,FuseA,0,0,1,TA,Typ,NA,Detchd,TA,TA,Y,0,0,109900
60,AllPub,CollgCr,Norm,Norm,1Fam,2Story,5,WdShing,Wd Shng,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,189000
60,AllPub,NridgHt,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Ex,TA,PConc,Ex,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,Gd,BuiltIn,TA,TA,Y,0,0,582933
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,LwQ,Unf,0,GasA,TA,Y,SBrkr,0,0,1,TA,Min1,NA,Attchd,TA,TA,Y,0,0,118000
20,AllPub,Somerst,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Ex,Typ,NA,Attchd,TA,TA,Y,0,0,227680
80,AllPub,NAmes,Norm,Norm,1Fam,SLvl,5,VinylSd,VinylSd,TA,TA,PConc,TA,TA,ALQ,Rec,480,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,135500
70,AllPub,BrkSide,Norm,Norm,1Fam,2Story,6,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,TA,Attchd,TA,TA,Y,0,0,223500
80,AllPub,NAmes,Norm,Norm,1Fam,SLvl,5,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,ALQ,BLQ,128,GasA,TA,Y,SBrkr,0,0,1,TA,Typ,Gd,Attchd,TA,TA,Y,0,0,159950
75,AllPub,OldTown,Norm,Norm,1Fam,2.5Unf,5,AsbShng,AsbShng,TA,TA,PConc,TA,TA,Unf,Unf,0,GasA,TA,N,FuseA,0,0,3,TA,Typ,NA,Detchd,Fa,Po,N,0,0,106000
20,AllPub,NWAmes,Norm,Norm,1Fam,1Story,6,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,ALQ,LwQ,377,GasA,Fa,Y,SBrkr,0,0,1,Gd,Typ,Fa,Attchd,TA,TA,Y,0,0,181000
120,AllPub,CollgCr,Norm,Norm,TwnhsE,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,144500
20,AllPub,IDOTRR,Norm,Norm,1Fam,1Story,5,Wd Sdng,Wd Sdng,Fa,TA,CBlock,TA,TA,Unf,Unf,0,GasA,TA,N,FuseA,0,0,1,Fa,Typ,NA,Basment,TA,TA,N,54,0,55993
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Rec,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,500,275,157900
50,AllPub,Edwards,Norm,Norm,1Fam,1.5Fin,7,Stucco,Stucco,TA,TA,BrkTil,TA,TA,Unf,Unf,0,GasW,Gd,Y,SBrkr,0,1,1,Fa,Typ,NA,Detchd,TA,TA,P,0,96,116000
20,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,224900
20,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,BLQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,Gd,Attchd,TA,TA,Y,0,120,137000
20,AllPub,Mitchel,Norm,Norm,1Fam,1Story,5,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,271000
80,AllPub,ClearCr,Norm,Norm,1Fam,SLvl,7,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,GLQ,Unf,0,GasA,Gd,Y,SBrkr,0,0,1,TA,Typ,NA,Attchd,TA,TA,Y,0,0,155000
120,AllPub,NridgHt,Norm,Norm,TwnhsE,1Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,Attchd,TA,TA,Y,0,0,224000
60,AllPub,CollgCr,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,NA,Attchd,TA,TA,Y,0,0,183000
20,AllPub,OldTown,Norm,Norm,2fmCon,1Story,4,MetalSd,MetalSd,Fa,TA,CBlock,Fa,TA,Unf,Unf,0,GasA,TA,N,SBrkr,0,0,1,TA,Min2,NA,Detchd,TA,TA,Y,0,112,93000
60,AllPub,Gilbert,Norm,Norm,1Fam,2Story,5,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Unf,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,Gd,Typ,Gd,BuiltIn,TA,TA,Y,0,0,225000
